SGD
hundred_ep_reward_avgs
-68.5349505
-59.87169484
-50.80001582
-44.43514121
-41.33221257
-40.64598948
-42.27955005
-38.9252061
-39.22296655
-38.26468972
-39.07548574
-41.69461388
-41.8044
-41.61328049
-43.33006413
-44.05537762
-41.74594836
-42.14342916
-45.30922811
-58.45225431
-67.04609448
-70.94504608
-79.23400572
-79.44731672
-84.01138312
-83.45132509
-82.34664699
-83.28801674
-80.94318824
-68.05875254
-59.91688897
-55.14232338
-47.20885776
-48.43416564
-45.54363656
-43.94091069
-44.45755586
-40.01766079
-37.64284146
-39.25066008
-35.07084974
-30.45673611
-28.197261
-25.03319763
-22.79765317
-23.70452412
-20.62801197
-21.01912952
-23.39386886
-17.83998247
-20.4959617
-17.28201023
-14.81290388
-15.22136059
-15.00888072
-6.493433293
-7.023177246
-5.614173505
-3.796574592
-7.651601575
-6.075286067
-3.840360069
-3.280147969
-4.74711644
-9.018023623
-10.67225228
-9.593888174
-8.062440207
-6.94606674
-3.818131718
2.079208523
1.026515094
2.248677208
6.544569982
11.94559132
14.97699674
17.31282092
19.36579398
21.05456884
22.80771182
22.189371
25.03907515
25.15227952
26.85329256
29.44102659
30.75652153
29.39431816
30.92823066
33.96423886
36.03238255
36.15314718
36.74542398
40.64888551
43.80518437
45.7541503
46.55220127
49.09972158
49.27418607
50.87933565
154
162
147
122
271
336
246
205
192
220
232
494
493
133
442
465
194
486
490
173
