Episodes = 501,alpha=0.0001,gamma=0.99,epsilon=0.045599448334722736,epsilon_decay_rate=0.85,tau=0.5,batch=128,128relu/64relu/linear,Adam opt,Loss mse
episode_rewards,hundred_ep_reward_avgs,episode_lengths
-516.7229469231468,-107.07396052816952,80
-448.162214435064,-109.21724038082829,52
-395.0414597245845,-109.04093473290244,128
-573.5428467624839,-109.70239131104046,72
-417.5189929101825,-95.0246382915035,117
-104.3395136527663,-80.27614407945642,156
48.589730561091116,-73.45368260945723,265
-172.47430087512328,-61.47439982159073,347
-63.26102073759174,-51.54628524881292,392
-47.09600590032826,-46.24954073421607,435
-63.71666801775744,-44.98193561644135,460
-90.41450186909803,-27.205918370845687,402
-55.45583461439908,-21.965281822747308,493
-32.87293442828411,-13.846952946243814,411
-49.531952919205736,-8.867588001591358,287
-204.04302152829746,-11.587688412715051,237
-303.7407257532283,-7.078494047142835,302
-318.99032071942133,-4.084111183424993,231
-388.3165847815393,1.569039862288063,185
-30.421236925512396,6.259774049372233,157
-156.93605508751978,14.358471677000313,215
-11.620563448674828,20.826087492427675,278
-17.629611826605906,29.264577621867748,231
-53.545583425425065,33.72423407321839,263
-46.93068347908352,39.14501842294887,282
-35.71044164468697,52.85204001825319,185
-4.189045022948655,57.16639825530214,282
-27.410177998897066,63.93442872596805,243
-43.74336188659324,67.55181302199442,262
-32.20924063944908,71.07938084937751,322
-34.169188056590976,72.8234791961688,413
-3.493870933333079,74.81478031044807,487
10.440218648750538,76.60273688429442,351
-56.54536026564946,79.24317112281739,400
-79.86242652106365,80.30848607864453,338
-138.99880925641781,89.85905180719902,275
13.313032811414043,95.65615566964723,298
-15.125305243114706,98.50944409207126,214
-48.39598008029137,108.19879229320894,202
-171.08514378077476,109.94234032851749,188
-184.24489195415546,164
-124.02852787862676,369
-253.83612187569446,198
-162.32298645498358,383
-255.1019075606413,299
-340.28356773759714,363
-179.03370193587517,320
-132.98350266082355,419
-23.301477316517747,496
-138.0427069147134,143
-151.72535258242135,404
65.87290415719744,369
-173.8231727766427,464
-185.85129334586784,433
-207.7068627909954,301
-207.79033058100237,292
-201.2149533496334,126
-217.9715563272699,483
-215.04412234383534,87
-223.34026321442207,385
-68.09213800522119,335
-72.34662703389337,127
-179.77506829425255,464
-58.0544291918464,418
-179.94912671991773,109
-17.65926225516525,121
-22.52269021408151,54
-244.46752577377828,89
-40.223654462053034,72
-26.02319786186848,484
-10.05812685456779,70
-214.88649774172916,118
-50.33449238271423,106
-258.9297505101537,137
-187.50414213913604,132
-24.180831178226533,434
-169.9877025766773,272
-143.6469901565726,475
-128.5944623821498,351
-207.51745614901466,318
-163.10073940693198,490
-12.644344597917746,262
-204.56821093659238,451
-176.626155986487,369
-217.29090516952147,479
-185.3474794332431,387
-7.220169245019234,312
-90.3905939233197,282
-73.6614553645865,395
-72.95476721281175,458
-61.59341167826677,249
-186.9991671681521,307
-47.72317424478017,415
-20.325336092882708,239
-65.45124545406651,473
-44.051223220036064,374
-40.52253624421347,339
-52.690133102985506,393
-33.44139405976134,364
-66.29510997482488,203
-31.601342846210514,319
-45.09837660719189,167
-62.283845223656435,287
-45.66910904053547,335
-53.68124989124681,324
-51.120385769136576,332
-45.60533921647959,446
-66.64987375071964,252
-61.85489254470656,264
-57.22947083429386,304
-55.82466855513447,372
-29.85847661259108
-112.62309677067103
-71.57528144293481
-301.23394150486797
-187.63633420793002
-417.58973947557166
12.659444125844388
-341.76321473963196
-92.7442420430218
-209.46688415124567
-63.31511837782588
-51.00113197044791
-44.99728370928664
-30.71420184808347
-38.56435991654963
