Episodes = 1091,alpha=0.0001,gamma=0.99,epsilon=0.04710128697246249,epsilon_decay_rate=0.9,tau=0.2,batch=128,128relu/128relu/linear,RMSprop opt,Loss mse
episode_rewards,hundred_ep_reward_avgs,episode_lengths
-108.68828615682034,-51.173295551616526,53
-282.8884720123922,-27.482902247669475,62
-315.7466119329555,-26.351629662427282,64
-412.7785434590017,-23.18677003489079,176
-87.65129572466361,-15.561620787756475,79
-31.980080157775603,-13.117636114204407,162
-247.44647707036182,-8.68657547916236,110
-126.91820499396528,-4.926196000821777,164
-203.3245531071895,2.9773476804535943,119
-141.77775706612388,4.682422041427788,297
-309.37715871188266,9.074710364333013,158
-71.49669529147067,8.123319903254822,178
-100.51658487655746,12.783685127504384,180
-73.26939948834178,18.784361777019,206
-588.6779602861837,21.19839074617165,166
-19.917739705529968,23.943835206016036,161
-230.91980823581846,27.262915485790977,346
-563.4636957308427,27.944052916458315,218
-271.9567496457749,29.212481952882758,107
-266.5315403698743,37.45664643590708,104
26.56049829897505,40.33878541611268,177
-65.07084189976791,51.20080868810769,302
13.073037732167343,53.399612193019976,168
17.63410437952822,48.960454809182245,125
-51.00140229273553,46.101434226574874,400
6.912689962242557,45.54702075842159,223
-36.65838957001954,39.813352450542,273
73.15352456237507,40.27654924004,473
68.01101495860772,35.12979575534878,461
-230.7872753230772,22.30901701098777,288
-11.683871897882527,6.817380997276566,328
-28.48723673037087,-11.736820095226832,62
26.37884806196881,-22.233465400912845,400
3.0720080514045005,-31.36927718625996,458
-15.666274540068525,-40.89674080514142,446
-8.578949423904739,-48.929521269222676,402
1.7236704432805823,-49.221232056993074,138
-182.67510540410518,-51.52513578140477,91
-7.525543045445895,-46.83032111155184,494
-143.2495230103837,-36.51949110899475,445
-45.244995524666706,-27.187204586748276,323
152.53728605654584,-14.930804438912803,397
-30.120789745447414,-6.437949097104097,404
-8.58699419458383,7.094178068935426,441
-56.3183083064627,19.90405978049581,402
-145.0490359784249,25.557825237077203,283
-256.80404855435563,32.28842114446227,381
-58.12370872306749,36.576671582451525,348
26.1662097526734,40.16308323431284,383
-239.06648727621737,42.61113703900033,342
109.24684212102125,45.80101187517147,329
-83.46687662997405,51.25621086306784,399
-13.401206269030903,57.51705203259752,386
23.045276934704386,62.24177311933783,284
-24.32857665038022,63.20900660483864,301
11.018582098787682,70.06556755255822,380
-23.174427327140247,71.63011749798466,450
-8.587538364338531,75.4439331318862,303
-9.660149579464298,83.3744384516052,400
-2.8545163868208188,88.48397439253807,322
-48.21707054363583,92.33666008526572,322
-28.168504053229498,100.90306178184214,472
54.96342259173966,105.61386000619599,379
6.538259751272108,107.35134611375233,376
-7.5940841784293704,115.16384149089801,467
-14.907004271731576,120.16195877091957,286
-15.498299448922861,128.10946587548202,280
-38.54501026802185,124.42965409065246,319
-132.05294509575276,124.42807388253269,429
-18.37436653024006,122.65700803898295,405
-15.095889191903836,129.8560005517313,260
-68.95707001700683,134.47582742945005,440
3.4740323747205295,136.85746518421726,300
-47.01040219864913,149.18073639638152,400
-28.9603707978718,154.86055759798913,320
-0.629120102531755,161.41998055166502,268
-22.69072970095649,166.26669871618793,261
-59.40254631560848,183.90776915533624,269
9.238614848290098,190.71702195202278,352
-1.1300278700898763,200.8130542246177,200
-25.57908943612607,191.57559721311642,249
-45.202311435451676,177.32321136978382,335
10.305885881143821,174.37656991023204,278
-33.211138453193264,159.50687906094927,272
-128.98028573951427,152.91957683172407,340
-39.84117262559968,157.19956202283444,221
-356.5191899412033,151.34693323961085,434
-0.8318732495222867,146.57387425211317,395
-58.2501113689431,143.00086202678366,396
-8.869387379969599,135.62646487012395,219
2.1036714924343887,144.47616582728836,209
-7.51968549326198,150.80500992686686,211
-49.3014009709899,156.6353138425556,232
-33.648557990125795,159.4442470790524,188
-0.6751660901782324,158.81548372845617,370
-13.120791880924973,155.42266102997138,306
-25.365237803736907,160.3116332158992,249
-2.693798529387588,159.2233720432118,274
-3.458876877717133,164.15207114208886,311
28.737283088541155,281
-35.02875490055998,205
-40.44489444533041,319
2.3516068609973195,431
-10.451264334519937,282
10.661308028989112,259
-1.3695449023157185,375
1.7301149621688454,211
-0.38767117206071017,243
13.968827905103813,378
-53.88822865164196,340
-15.764897114067226,215
-31.0921939732207,253
-3.129993753276703,206
-39.32062592637719,216
-1.874789367973767,106
-6.485134521974606,240
-36.16504834208512,201
17.337364957467994,292
16.996331808758665,206
-9.48251505946922,292
-33.871397769419914,262
-5.4674080427551335,233
-47.43139386254729,249
-13.850215994710902,168
32.19910387532034,223
1.9694670010317585,177
6.095507819007317,189
-1.2479597865221552,203
9.665912644417746,252
-1.5032246001460385,282
-45.475569720579536,219
26.580432573892555,285
6.079711761115765,259
-33.68531389180585,198
-26.49899348429924,314
-6.690657186340142,217
20.909932669594358,196
-12.66376650173488,300
40.20319698052464,196
-30.400389948586298,278
-34.0401677142205,248
36.61202447826058,212
-16.88601571005358,230
20.811512773321027,164
49.63776430534146,144
27.796726419137997,147
-13.541695512003484,115
-10.97775697183002,188
-12.496502517590534,380
5.8542595474235934,252
15.093735407418219,232
55.755819649055105,136
49.93781928150591,129
60.1343527809085,313
15.624094889435774,220
-45.39228705598927,153
53.23190111563396,274
16.522375375714855,104
25.36017947914898,192
1.9013355330444144,122
-10.839713745887002,123
58.97853267715928,428
13.847473962799796,198
6.206348012881969,100
-23.78943552511359,135
46.70887955287344,192
51.37003781025582,116
12.226646018300116,117
5.770725407686607,113
19.302662228503817,131
10.628591311904996,207
-13.577916928369744,170
23.441652692298142,115
27.977059486774476,173
31.115252162520143,199
2.4948629763139754,170
-5.8664824982631405,147
-26.158998627661436,187
47.951287317168976,208
34.50359826990958,184
22.994124011759737,158
6.172858829918315,148
-96.13075831923035,88
56.91019488565505,96
-11.112389858201567,159
45.57513353283546,107
89.22278734129986,125
68.48028658539259,205
-5.210472664039772,81
-60.94522806595923,96
10.413282111487561,153
177.4833431698713,120
-18.94945751143156,114
-44.21741557357147,131
43.7610269685668,107
-149.74468598689236,115
35.507780146608766,103
45.3268910166625,123
18.877217689399806,122
-75.73258723570025,155
33.25276235855874,126
-45.615684381609185,90
34.50160228581037,189
89.29615286521303,189
48.09357206791799,128
-37.447635797002036,150
47.38716277364768,160
62.170238138813936,131
