Episodes = 761,alpha=0.0001,gamma=0.99,epsilon=0.04993675381238609,epsilon_decay_rate=0.998,tau=0.125,batch=128,128relu/64relu/linear,Adam opt,Loss mse
episode_rewards,hundred_ep_reward_avgs,episode_lengths
-109.54810915611984,-69.94012959810999,77
-277.1446139635937,-53.40381709945851,95
-33.128976335879244,-32.884305040715745,192
-309.98988942597015,-8.66519041059825,83
-399.070076790057,-4.7489238619233936,211
-479.14986886346196,-0.9246937879913527,156
-254.2993085915523,3.0999905424895697,174
-340.2037675439883,11.603489378794414,120
-180.30949869605115,18.5036200118622,125
-43.42053377273036,27.05598442458563,219
-27.544181582382187,35.344340243538916,242
-450.31812789108534,39.82594964695915,290
-148.05691167249586,48.55739610802012,359
66.36503525284571,52.18791244893962,156
-202.087471997372,53.88032249270278,305
-87.645479165208,57.980476557680696,272
-179.3383256188213,63.50367898585275,207
-75.16327113042698,65.84229257411741,193
-245.25969600714572,65.49435945817669,131
-161.60377505632312,64.65542298850717,191
-239.5314802721769,61.33983309701128,96
-153.81750175276164,63.66169348834089,102
-267.41674985326154,64.46515607483536,128
-246.71637923341132,67.16452872722897,130
-273.3005793288546,69.30506363095293,86
-177.9488442185291,69.05310367419223,112
-185.52040905972822,71.14026007815006,69
-264.8471876214206,73.29916831021369,127
-250.12716098696086,74.65894661312691,298
-478.4435853028869,76.30314261709748,142
-203.02655232763513,81.26458950597325,146
-387.9575364821845,86.35015110430669,302
-236.20030875208863,88.88875473355256,306
-450.75576768114246,92.12080336929763,403
-124.24212094144666,98.51256698267916,414
-514.0126581902498,106.87948481204187,85
-171.67862098016127,113.72506119347503,483
-55.714256466571406,123.90925916104123,114
-5.56858602027864,138.21185156603806,153
31.904949331385204,150.4246303890178,452
30.38481974749734,164.53646424140464,229
-21.345198745488695,179.12378424638067,140
-3.493419353246707,194.06399066682653,141
5.80613288183087,209.06574518348117,353
-13.583521905717737,218.6360600618604,140
-37.49681883693629,226.93268909070608,191
-10.302940665232477,232.0522331970156,164
8.23403873307542,240.4611176389759,341
1.8209188617289502,238.02693861223304,168
9.965148074393552,242.8789756702252,169
45.26442058849614,245.73771386425437,192
-21.632073439827913,244.14931261337512,328
22.13208535258429,236.2275406531674,131
-36.13500051405019,225.0158291792368,476
-28.43494715160158,213.48375123638974,371
0.27544478648284776,191.7831122583839,473
-17.57502107082234,178.4167351757059,245
11.286317453151817,157.73208848183452,198
-34.618757283895704,134.9161904143051,469
13.401729263064741,111.02484845815023,94
-27.019742655218238,92.18673669527578,402
-51.37703889372419,66.96165133679834,315
-42.936060724864355,52.29479430623554,212
19.296345744706734,36.28087610795377,261
-15.51602982075106,30.18993761124599,342
50.808477009593574,32.63205364438374,363
-0.058153073143089595,473
-52.40175980359291,467
-16.91817065462399,408
-43.089665436676476,345
-35.28678923152089,305
-20.026481087667452,441
-23.071335402806866,471
-49.66460602899095,358
-42.745601710875725,382
0.21724368416019724,367
-17.15649505289231,332
-55.05747071592927,283
7.922307103328095,369
-33.53289482636751,311
13.383591518598132,228
20.03404825407153,358
-13.230356850963505,388
29.188058870586275,362
20.297363271076062,462
14.296245626069577,378
-46.65871128741012,332
-15.757531295343023,302
20.719092264689536,291
-29.47272346357258,393
-32.62968797738021,290
-34.334034043581966,449
-15.698229905449823,359
-54.22857492224655,373
-32.63146774522014,420
9.251383645284088,383
-16.854516750994613,270
-8.009534519420887,368
9.116570309417172,351
-19.540221767569598,330
-21.623374408279055,350
54.86973212222536,272
52.07987877385024,270
-26.770372887385726,312
-20.83537452595263,365
-27.485569390920244,296
-37.75238817708844,348
-20.912283248912747,224
-21.645005011477174,291
-40.93979804583984,319
-11.005062430706426,480
-2.6471065155865507,250
23.086070658628994,359
31.884204071570473,248
33.74971572954391,288
-24.24762484661581,257
-1.3181893067012493,260
-9.069602478571454,320
61.8331444231039,276
-14.833166306032009,248
44.54159956738997,272
-73.09952892395886,202
-117.38616210222273,298
44.426822644815246,330
-1.4206184772950243,281
34.387349084830575,338
-89.16472363389805,290
29.511505155834737,324
37.441207352259504,196
-260.4086265107397,222
-90.00589634533682,290
33.24257641372168,433
33.1627481156194,261
59.1893004521898,162
-32.382121247748884,312
16.750953372637564,268
59.59910280021076,309
22.741090125631867,283
52.84106461436417,249
8.753928727294248,379
50.76136112745294,407
11.382762676118084,252
51.24225680594279,232
10.967373436098441,253
36.38841073327248,155
65.87070894714492,282
59.47590296516515,243
54.027509563912105,242
24.76744329063936,209
4.694202680222473,296
42.79924256087398,191
25.293319657737246,378
62.04128456921937,176
64.79745505014517,195
15.914819598195614,162
48.03486077574793,284
13.588617943436684,364
11.28713850600495,208
1.6062361847400584,212
63.267448706293344,200
30.556024385265673,201
35.48755229571128,247
33.61504631409852,268
4.434839375816583,211
54.4582671736055,287
23.261042264422223,287
71.57119868673772,495
34.55341429521566,238
2.490820309690326,277
-74.21680566582496,92
37.601259690325584,251
32.1490147856994,268
83.50354881343873,149
48.78441395828929,158
88.22145353483194,233
46.98792844940842,278
48.658691699214266,219
44.70435084143178,252
54.006869018595445,281
50.97365518152767,265
83.95783407848495,217
109.09019389778632,270
87.90206931023371,242
25.9786564214834,195
49.35078217136544,264
27.81408436059923,246
92.31119326444899,213
77.68568426562737,268
56.70368689066799,299
97.51700531118263,206
78.45878432118579,217
93.80654287813613,149
48.22788766069697,208
60.352754483431546,328
60.67970594788859,291
82.44918374925201,235
58.45466732049771,207
