Episodes = 1091,alpha=0.0001,gamma=0.99,epsilon=0.04710128697246249,epsilon_decay_rate=0.9,tau=0.25,batch=128,128relu/128relu/linear,Adam opt,Loss mse
episode_rewards,hundred_ep_reward_avgs,episode_lengths
-420.0263178915563,-85.08708350403222,100
-412.2752988051595,-117.745058291442,164
-187.24279726167566,-140.23008090855203,84
-45.935519008356835,-132.75331714943562,247
-96.46820027171702,-131.58335700095344,78
-250.47321628546914,-127.5567016861055,102
-426.06379558616976,-125.96718814490292,115
-276.9332843531672,-129.13139013562005,55
-673.0703142206645,-130.0299262489789,92
-151.53153854520207,-128.00258532053024,396
-244.3250773834117,-121.90664887313083,117
-137.28254128861084,-91.25497185294047,309
-61.9103616300578,-65.68956074505833,386
-199.3514544110398,-46.241407955544545,164
-1.1569257913269577,-41.48367804291728,172
-90.98798813208133,-32.63945635341761,213
-46.58176145995938,-28.618444297161215,130
-30.713996578014708,-26.16583626746383,169
-74.3827312070023,-19.160896650541947,313
-36.671664952463814,-15.029509694326919,178
-233.79900217015435,-11.359070118724,186
-83.2558433587723,0.7527837545412887,105
-64.44701083132875,13.293474369887592,128
-49.52225163737018,21.35243773252147,195
-57.51411938791168,27.115512607236177,380
24.499758010099804,32.99505346995978,350
-21.066740637472872,37.625618014424816,235
-19.545908544468844,45.73882159293992,258
-6.567695560865682,47.567083028406984,348
-12.234151382180785,47.80659693067341,292
-36.281115632607836,49.4668716772167,387
-107.90278667860757,49.62026012594008,158
-173.19978955114522,50.29708616811385,177
-562.5016133889716,52.168398105957884,233
-504.05103064294724,51.99643974738949,195
-39.989603114803955,54.553180470977765,307
-398.58269270606104,58.609838538087,322
-60.201079037992535,67.13001001999501,271
-353.0527655426399,80.20494355689168,273
-322.73609275387946,91.37496308843325,160
-56.09405825231211,96.25803073047966,211
-243.9488394011628,100.24258709870674,184
-239.21868297215215,101.09446408405555,130
-72.11353373367398,103.47282585336576,109
-129.8409899997729,111.28037325182004,176
-255.4451223112387,108.76891264565165,172
-70.17009828325504,110.0676263383586,230
-91.04169668289408,99.3595522271256,168
46.473371945321524,81.65784132570748,239
-119.5132324473396,69.05189686156284,234
135.0719838930708,59.90558613464707,186
-89.6858470681514,56.57986421288574,355
-83.1314839729211,55.842813818347004,129
-176.0490090422041,55.76770426349777,179
-76.73296562034376,47.98022002431416,256
-245.2583771021596,56.52552650047388,269
-68.55222478541674,53.76738063804787,180
-66.99988219598556,67.13772219550627,108
-212.13704313344132,78.55625906846203,266
-203.52816995030594,94.08022210636764,210
-99.93583478705554,109.50825079435987,321
-67.64446419883873,108.70512625814965,303
-72.14611325760947,109.88473793370096,273
-49.18024429050557,97.89446861478287,235
-77.73309122401334,89.11803553527574,177
-128.64508328422974,77.95140725208829,245
-84.47341624401467,77.8034638247125,178
-36.37910915515629,65.47829134874637,394
-14.26078902454774,54.6744391647383,205
-15.437087375767744,43.82257953812109,236
-48.97655047358194,39.072747346852545,269
95.29315413526675,46.963065154003765,231
-44.935484630728695,45.513924733606345,243
52.91316956998463,73.19345453159129,189
-36.58132145993063,75.65878334882422,242
-42.60926278052535,64.8454415129347,269
25.248710534777793,53.92482868918034,196
-26.904850866499437,48.795596660640555,233
-51.79653450567074,55.4240433023609,169
6.370259280837164,70.21917887715594,224
-10.296383198276828,77.77452665288885,243
-65.70496317171873,79.88424871648081,286
-53.24023707784488,90.33897186944014,495
49.601913244962475,80.64747350195407,291
21.579537929936784,90.02543653781622,269
-16.101297820890622,115.34662612875614,493
1.482595071169343,141.7403585062823,114
-54.69815897442046,160.08128139807442,255
-68.01856079759759,165.65195885589054,246
-29.92302488720013,168.37649950602642,307
-40.07565989573764,177.05519702064265,336
-32.63726265402407,180.54540279723412,250
11.138551274798434,193.4230045999937,209
-45.2090607412989,201.1615484027622,169
-27.205476215765582,211.30289051848823,224
-38.45053775902858,221.57710988692955,312
-65.88173572000491,231.4984200014526,495
-9.923306315836097,234.42400438477682,393
-58.6001694602693,243.77552623500807,247
2.3114878694338556,231
-52.696691928984855,447
-18.117153348351845,385
-27.541768827290124,482
-52.20441286748283,472
-52.82717313843871,449
-26.334713392786178,316
-114.00402846624718,379
-52.41954502786429,415
-127.12220745451283,252
-99.40058343736477,286
-315.14244067608166,161
-294.273989512036,347
-376.8494301186066,284
-296.9600857025745,374
-347.9862515187874,161
-403.30034056814515,468
-291.68700433738326,376
-547.3557796149331,261
-466.3338673194836,255
-424.1831495926854,268
-740.2320832903149,267
-526.8643484347865,168
-235.29210680362263,439
-530.1617291243988,327
-135.57540977454596,269
-82.27736917565097,485
-463.858202960487,377
-209.33392063330484,112
-60.481260039936615,118
-256.8500593699063,398
-271.26082089478916,368
-58.040312140009576,445
-214.87550309574138,329
-278.3262735197527,312
-212.89694504439134,378
-214.82644054523465,479
-357.20841075069904,156
-237.16474646160708,189
-221.73698656964334,209
-233.34603190383487,325
217.59945689289984,263
-142.02500623867076,336
-195.02434793341234,440
-56.61616275427099,279
-184.81669855605855,278
-93.46108911667561,328
-23.11060995855952,319
-45.60785281941345,77
-22.783215145902986,56
-47.42361895719698,112
-303.0482658101,64
-324.4494649093029,438
-322.8763223579845,144
-24.477021004602918,472
6.303602405348599,65
205.89451505414252,374
-48.70313600465716,214
-194.93500133368326,310
26.910530444720933,128
79.95182591728701,338
-87.9570157043308,133
-48.40208312543444,216
-99.16513397905855,138
104.56702282912333,218
-85.07347616320024,406
-95.53633327761608,282
-43.14345199265659,327
6.539725048451303,358
-73.20175201690807,275
-40.97898588006205,267
-112.48941016411771,78
-42.640441305243094,177
-33.41239385873029,163
-67.24387887257225,393
-43.3002618625039,139
-5.681508393682941,128
-79.09556507502656,194
-36.30064237258594,78
-46.965435881310164,432
-14.77381594297264,275
-18.984966703158754,472
-11.75229036975558,216
-33.42941691306427,376
-19.069836788122878,167
-18.356353936114164,467
0.5050897960712091,455
-203.2034729206896,486
-65.15606303538213,380
-21.06230897242703,407
-18.540370377660178,443
74.89283249937931,434
-15.973222482758297,428
-47.71799820929204,365
-27.10831312868753,364
-85.96044407669038,330
-26.082773898952528,266
61.801440233563525,349
25.392819041113977,446
19.9218689701645,413
29.03184354994984,432
-35.104296771279955,466
10.592526567643782,434
-10.605964859870635,483
32.75771621865998,493
-30.246060180218134,372
-42.07703028260705,385
-16.65222453409687,413
40.192003786884555,418
36.49758254888897,467
1.3404126570067192,407
-34.87359507167449,414
2.923966920358057,151
49.6034097603483,337
-2.4198506362359242,399
-103.776794084449,320
40.62971993669087,376
-249.02197733033378,120
-70.4914224631708,498
-307.6823488771904,412
2.0907202763589003,301
-60.76006044406202,264
-177.264749389487,158
26.615503890425483,390
-172.43834864561046,468
8.865452545882034,104
4.390255499015729,217
-165.4517799654665,125
25.189133704705185,117
-40.12501349686809,263
-189.22896341470204,107
-4.936869546630415,192
43.43954882655524,198
-47.43672592890799,260
-63.082869048068304,116
-54.802156031107316,129
-39.76202757765271,285
-52.96022816647062,197
-53.74415916328719,151
-30.583957120237685,119
-17.260684181409466,140
-38.67393358374021,313
42.48079064057407,128
-28.6498414138224,192
-50.8513293191527,227
-16.622571069116184,202
-36.73227363711361,258
14.260329690091696,347
5.927047051536614,149
-0.8448791004697913,85
-25.775796006173078,290
-20.687630160890066,460
-2.9487611910982316,146
2.1120988283048683,295
-48.85037914078292,435
34.07537015347809,244
-2.9805610057253302,409
-66.74198250377655,353
46.989820581399485,134
-16.836280120709617,347
35.31537588582657,426
4.858729864220442,265
-22.603131217008183,243
4.6658761228598875,164
-131.51952650517862,156
80.04021679517935,276
6.706527461246786,261
1.3139317679224463,359
-6.037472718559641,305
7.767798162849,367
-3.619545804640116,353
3.035047299273377,415
-43.2542345942573,380
-52.383464480003184,268
10.645356923282037,496
21.759980628743886,387
-125.72345731131855,337
-31.029347150259994,374
-14.982593100856965,287
-18.651148628957003,320
15.745355287406252,434
1.2310016672142743,200
34.60508523441163,245
24.447339498559078,108
-11.926458540431211,194
49.53370072836572,89
27.456269542916697,323
21.171008586936352,143
54.02581877508682,118
24.726568763181717,105
58.80271273568981,96
8.601926147170976,148
28.910903426057793,123
38.62434067230331,122
69.62436150036217,101
34.060892401883116,90
38.56837066437099,84
53.419144022303705,186
52.09754970375064,191
48.57085281099032,155
35.430387237925856,349
22.029945679345296,423
38.141930562540395,175
16.32464634168427,325
8.471761646670663,425
30.837922840928126,352
36.090106707056044,256
62.60906787750225,237
38.682975938934426,362
57.22611288975247,228
39.971239578357114,328
25.38285832787719,314
27.468588365804955,494
53.726160427271424,364
54.67887015852039,445
46.581924068537035,140
53.61809264103879,307
35.45606514627147,464
48.25719188945584,402
73.93029845160672,339
54.836467586851484,339
89.61355702187227,460
50.42578489585004,480
67.23333936131583,465
63.34613506712328,358
47.350624401314775,479
12.73922139626738,484
58.59826308115253,415
38.51476753893736,451
61.41267054700472,426
40.43688720079325,462
73.80279832870335,410
29.214356708349833,271
47.992816868537744,374
37.56259374541237,410
52.06003358064051,424
79.91720527454096,374
47.14567922872262,416
51.52948560941505,360
39.7308006294229,434
36.36939134236133,487
63.24384533876824,347
79.46229084567956,412
48.65670340966552,332
55.367507736091305,323
22.550972102054985,380
30.08516559233041,302
27.62148430208666,296
20.61693096490613,328
55.799564855994994,329
45.80500572475089,303
54.85940519052539,313
66.05690387748557,363
58.249897740573374,201
36.794281262012554,257
54.55063281426608,339
30.50878669472326,264
52.61481233077783,291
31.77844453613069,232
86.21695475298196,186
76.34646312378743,250
54.28398046564604,102
29.7555365721908,315
61.67354225701766,273
80.18981171927318,154
62.27664808627716,223
33.26236826876666,200
74.57662725650808,233
-75.58825331929023,366
28.45299763724648,284
40.27397833706375,457
69.75660156034154,360
57.422030500692934,325
69.77847181369586,342
9.237201673500868,293
62.14750114567017,321
44.541245938820005,401
81.20801737370046,384
79.004433558139,485
58.29213494121788,279
65.29164064130087,324
49.55917513782588,255
27.797976949926593,304
47.90100154150666,240
85.04446679018181,283
13.087591662581781,233
55.313630532730095,377
40.9881365000872,366
38.90436426965097,313
71.80365768752186,177
41.680711448470696,350
44.3776531559787,403
74.26697889963779,473
69.50265293892726,298
42.64269604591412,460
40.652506737441215,446
39.93494238480949,309
16.9747739168075,493
33.507816098835505,368
31.149464014306673,239
14.5103528601249,333
68.71793491695651,297
50.481756563674516,328
60.613310726741986,378
21.563867249426043,337
20.292512271525535,330
110.20696142311799,379
33.57912116247792,363
77.07518524555272,363
46.290938461517776,350
47.20512703018461,342
49.10440458288144,320
59.42209477084659,368
27.577369321175045,346
43.738632710296685,288
77.10253772217489,347
45.70074461767423,291
46.17879423239862,324
5.681329990385789,315
28.808610658978598,324
64.5677512655388,440
90.49749664610545,441
95.125149959041,336
57.80742903043687,307
54.9672405916478,274
46.34191940550797,288
13.534988476229275,343
84.62099873109086,302
84.29727715709129,370
62.54474988017374,271
87.69943728436037,326
10.414664213428098,444
81.40358284172878,326
79.2790847368589,312
50.600658050649905,279
73.26343382545453,134
77.64131834531547,410
74.47239904450873,232
41.23690315571558,350
93.37087170866297,291
40.62319798226854,316
70.56490540934455,302
28.747287418064918,397
52.59361277055356,266
106.56051232960596,355
77.42542109659274,326
103.78274955294154,247
-73.8463745478094,304
67.36007907448848,378
6.643569319624199,321
93.56494613253558,493
-30.818168131107953,289
198.2027330945425,363
69.10518562827886,355
40.51929231622899,291
33.10780022215256,277
33.132892088302796,123
93.21238869226761,368
82.13892550900502,213
110.79750672971804,403
51.06175424999502,290
92.37217615159878,280
78.80855013946324,374
110.54863843280383,369
-91.30341368258779,231
66.39839155939625,301
85.73894921813749,300
242.87071653684202,320
97.25207981649447,290
41.50455358419257,394
69.47158633511643,317
93.53299205176569,135
97.03446264937361,331
118.32770132701218,362
96.18435457842398,271
202.044754701827,330
187.16903325057328,267
85.97634591639994,291
172.10112384322923,329
205.93953371572184,381
146.6600407786862,384
137.25907657663552,437
217.2123768131291,416
157.3028153732524,265
137.81163950493058,264
235.36169469770977,284
254.56088493797014,196
223.08207325523455
159.6097077345944
254.3617180110347
-6.767032039438135
147.0381879217317
214.67286032116985
256.89249721022577
283.23361086973773
-33.61387611830396
172.42687955569653
179.59247899242047
129.70386953846815
120.44866083270863
12.91693338788527
188.24787561693265
105.7526781977294
220.9824871197137
6.4385043645641495
14.338658965458274
236.70175784340265
73.97382838099132
-76.1439254342265
185.4809270262457
150.41731530946063
106.39124748248122
102.1372994529856
201.81738630447705
-7.812208775908616
-67.17850491113666
143.65406182288262
179.19814278966726
12.528801799424398
121.32607752674608
-27.690889359704414
188.35774004562248
214.5764822319922
95.87368416557474
-2.623234093372119
42.914678840184756
-58.033650675495366
158.44195867749443
80.62137196333484
16.10402617564349
34.77466341395871
179.97440499724982
119.73699155699659
203.3436142597056
-42.89313204349335
-51.068201774507784
278.3928489287539
213.7837083445885
-35.376114052478314
-31.320585108120866
4.171223471152814
201.3719372530132
185.10099160510663
228.45832404187456
188.30765665983927
61.95314010365746
196.49212019855602
182.96939008818498
181.74737027904814
181.31179898828563
-45.23572905778245
-46.953614505396544
-43.806655747064426
-17.365210886012562
220.4906671191298
-6.770521449448339
224.43648591642216
87.73389603392044
-106.22407228333248
-151.45419944262682
-20.46387972072533
242.7377402422845
-9.36954535299951
188.97800238610955
-90.02851709572744
-42.52345621235809
-47.09274108168384
-18.921279884391737
170.12791509782767
299.20228239887683
266.75088706404404
206.41005004245264
232.0648650643827
254.70846675345783
-34.7103688259823
-14.710152155863037
-25.256521472118568
46.84893987129725
22.68663898581367
-6.021245327967795
-106.03490005523729
-35.4127911480726
43.51214905324792
47.804743635319696
42.02137357820153
54.38654294046492
-32.864513479698616
48.43500381909686
-32.754819990838556
13.650605684527093
-158.94380413719117
-25.623416379884993
-39.127370717730514
22.721238462296178
57.86797789053537
42.081336575737026
54.340930558060194
20.699634696490794
63.353590564421765
2.3252310658105166
70.27947289388307
-71.82438589223092
-83.06776523989544
-193.02260444723387
68.79182793663063
18.919224196045093
64.06502391168574
95.00599943683018
66.73147815417569
70.10874806392816
9.130273757241278
74.89682892928987
-72.22768608118078
28.0479752750416
35.063328492183025
91.27489255850513
36.72082234278169
16.516007269830112
52.730801672132486
43.90507433250398
105.16836079189206
94.59964530209152
98.9818753396538
77.70480948723774
27.500475825996002
90.15575761696391
26.163662933975445
75.60489408834934
63.44245675953114
52.986491377596785
91.1522321472455
93.6100257145157
93.46287510417139
83.80141154728194
89.23025590920142
72.4183207153853
72.22140013623671
91.8618995582317
90.213313377511
101.95399099198441
56.24647509356179
79.82386066135778
35.893901120525754
98.27345855282292
97.00830018869347
106.54249166704557
64.32742469353025
72.10335997070541
112.6598291411028
62.398445098951704
64.10541297718413
70.41595283085921
53.86352554679577
81.95930456222966
121.56930275351961
90.14643509680646
88.07136609516951
212.39039164735505
87.32355923004341
101.33388676707465
-75.60404833175227
233.09981928359412
90.18185875386509
-108.24481557295991
112.72031786096674
78.78823170836733
64.97978382837248
61.674352777060015
225.00838289723276
107.16663051226655
-57.63476710577614
109.40672565998761
272.40029207175644
214.0119303738116
238.35388936864038
42.3869661257296
273.5119136623324
77.86626577223862
74.10849431457723
235.721526741084
233.37822813833517
251.28042205756978
234.71977206713538
78.7116949981008
134.70245839882898
139.154047732578
37.9195171771252
252.22568214167953
116.7288938220862
208.9935247723918
-64.56017130467295
-6.907242554621575
158.1023675369855
270.99893185141775
212.58976427416206
180.70964575866466
238.42368271869915
70.05143181470935
260.41928871231664
260.92733256796765
110.71900914746229
58.37347501779607
243.98750691601333
31.788218479108266
77.98654628080007
191.37215386023126
265.8415665163077
55.292342193639044
276.87569515959905
271.5546233881834
75.97090073671626
96.97113514580245
227.19642703740448
258.44062722916044
-66.05234781698707
-88.81126129854621
-78.32963894094499
26.38998796728913
190.09567912631252
-3.3098966407341663
-20.00404333979904
-113.83158136120132
214.92084362839725
193.79789852119092
-6.326462744752149
98.81469809663795
-13.777498441070819
126.96533089346197
45.68647609352479
29.345507587494296
200.77627412894822
-73.94959933005694
14.858407376406163
-43.898323460265544
-49.41733612549643
12.555727714350667
-39.484991108006184
37.38688718925073
-48.98743311243685
8.777028416429872
-129.60218566029926
-116.19474497366267
255.24603730524282
5.393067699180506
-11.885661527558568
136.37900812220073
-161.73568398497673
-88.30854141008189
-21.189472633445988
-120.14714097260239
74.6184031154142
-152.87683959216173
-222.1208678941363
-279.3885268668088
12.187951459608069
33.56162135246125
-79.00695023016931
37.810017173770824
46.26716642725396
56.8534042831612
40.57210465615336
68.07092751805718
59.82106260364963
44.34270601843748
99.44532500255458
70.67651139884612
79.48786073892603
54.28102915306127
44.31080832767463
17.493938525607536
75.63761335442743
247.448597082227
67.00416217909881
48.49000060664541
15.341288265097953
14.19223675937272
46.472657019703455
97.62475126471477
17.8329520136328
81.14064068016577
84.67393394054481
65.8563619029027
56.95554170328278
64.52262666593842
69.98544509325765
68.02578985209975
44.19938678463218
87.5208164091998
53.43292876867348
79.0617656648237
-87.99442319221488
-126.21925428767778
25.226868306106482
227.85522117181475
23.03560336551956
36.28318047676139
86.75586978123724
19.55201449526885
102.32792723739226
53.06677675832559
20.71919488341453
76.0255926902035
68.15317945185316
102.7258207913042
253.2619679339246
89.03351440440778
39.91601097715656
-17.686222411862843
209.86185598728636
-43.61207901264113
154.7307182627332
217.67504303737786
272.30992139235843
-19.14781090879488
215.6637780738655
59.42633574934999
72.99891607394342
141.66886141315808
147.8507276558441
221.97732313821666
118.99506181884857
99.87533477728915
-12.573578234916269
-16.21607679401997
127.08590349472959
-101.19147074085235
