Episodes = 1461,alpha=0.0001,gamma=0.99,epsilon=0.04993675381238609,epsilon_decay_rate=0.998,tau=0.125,batch=128,256relu/64relu/linear,Adam opt,Loss mse
episode_rewards,hundred_ep_reward_avgs,episode_lengths
-106.9136476745167,-81.41191979306807,65
-136.106174669087,-70.0425114114029,79
-174.96576298564668,-70.67974417981858,122
-345.5325214435544,-81.4408625679702,121
-132.82347535033463,-95.78036372175217,122
-142.35523773959105,-99.03010603695037,82
-70.3598739062154,-94.36546633358094,191
-291.7891855093503,-92.33897604673406,102
-172.8555391686529,-89.75574685398695,235
-292.33792436570593,-86.04853173122149,170
-343.3019823980988,-79.57742053734054,159
-313.5960260711388,-59.29301848269146,153
-195.35099321244775,-40.17204402593129,111
-305.43593226277477,-16.22614177896193,166
-654.9264665282352,6.562327811463881,146
-300.5141446685699,27.34546968443216,152
-367.7104429152795,30.61762728128969,87
-227.40832879638364,36.02931519054142,224
-234.98940410127258,36.5587174966794,98
-51.44195451538446,38.688128710763024,89
-774.9023526346008,42.10431332073313,190
7.234726132827577,43.311225885075366,262
-46.75056723575529,44.1857170818501,207
-141.690470674597,47.44267662349365,199
-22.03983429020135,51.367023052986816,400
-50.19041760432225,53.903806313312145,273
-48.950389855082115,56.934472197571374,436
-104.14253331196467,58.955440770477146,249
-73.69218981606309,64.24043057767994,239
-24.03241107933549,65.37630756494785,287
-83.21563188027513,66.77481093110003,267
-102.24032741363581,67.55886269348073,250
-151.18639211614888,68.2916633017722,140
-96.71538257966806,68.78731655428368,174
-44.630696225676964,67.87488021549508,179
-45.9121626711875,66.3759780872686,296
-27.319757756737616,66.3618744729373,286
-140.3036257155078,63.71482718573183,460
-217.42435257057514,63.08315345494564,396
-20.400015912711066,63.77874460104086,385
-118.77246732158747,64.89256928488693,420
-58.87319985535222,64.64578620883456,489
-9.422300556869347,66.0223636150884,442
-107.72864952866034,65.44803517944919,269
-105.66425500791787,66.24204489589425,238
-145.08656669648084,69.00606298268762,371
-148.015145843564,72.54422950548442,477
-79.46250652942119,74.91703078131592,303
-58.59332139689681,78.52794471663694,186
-21.83707654561123,79.89218721335025,405
-109.13392895897464,80.46401051026479,252
66.88947156060856,81.80567432873026,156
41.05556966660022,88.73191614547092,213
-40.40353269710495,93.356305261495,201
-18.36414150052013,95.0500453436101,106
-35.636837204873,97.6881056659036,205
-134.78394556254636,100.35957952675136,132
-163.23545769845543,109.50119236032465,201
-158.44565172902907,118.38932110101945,140
-102.03953845367398,125.04362017517677,367
-41.58448698225377,133.08917232369978,168
-97.25637742352312,134.63929509482844,181
-52.98735723255924,135.77907686712132,154
-119.91041431571587,149.49162217645238,186
-25.00801787196139,158.71832323476835,203
-17.47171451623613,166.84566096896754,217
-11.39675485820562,178.55481165511526,445
-30.66400858661346,184.0984497240308,260
-112.58221742408472,188.07945805554147,294
-24.55244735902362,199.03032214549728,360
-44.56305392470119,198.2026637902179,195
-2.7470669256015574,207.6436211992384,213
-115.436241693043,211.34486721416226,226
-12.353774756423997,209.00169351597754,253
-3.5391889671243817,207.99662529213938,213
2.0635885532831013,204.72630894424736,177
-3.910090753702409,200.3857814419931,142
-20.41353667272725,193.44442376721523,307
-56.113571910996605,187.83086483291706,120
-63.68864770950214,166.2614329733028,177
-20.88821855335044,161.3439833915544,123
8.948947571925752,144.35074459199973,209
13.706136377951234,129.0219383105948,162
-22.951383168267654,121.14197173892315,290
-12.08998534287452,112.95351833803392,293
4.519450080927438,104.05157750491479,325
-10.611240689241999,94.70772337109948,220
17.81083670447365,91.43201775599259,498
0.7318204146050886,97.88158444792376,226
-24.37209875917134,112.22453454833591,59
-32.14793579455933,126.20035727225216,481
-22.734044055670644,141.01024259783387,238
1.2645787645182023,161.23324165549843,495
-35.19314820243128,164.42808384451743,155
-0.6334298108561729,171.40270646691275,441
12.256101058245411,186.30952866079363,404
-18.422663961042023,199.93222106697468,466
-43.35883026341533,204.78645008829645,489
3.5766084325613523,208.5251631106434,378
-55.18464865931902,208.76231202173238,235
-18.52178047568692,202.8531412899034,436
-57.863996578233305,208.9468067901238,331
-61.98250581607503,213.01528857578472,471
-14.777492184511708,216.83301353223047,360
-22.35699913427252,229.6962856599348,375
-67.52798438938964,216.4798897160346,447
-26.41925243073504,216.1653889934544,187
-7.2667694027406196,212.96533295334098,417
-26.41359561255168,210.8367337240931,310
